2026-01-20 18:51:55 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2026-01-20 18:51:55 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20260120_185155.log
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Instância do GeradorPilar registrada globalmente
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Globais do pilar especial inicializadas
2026-01-20 18:51:56 | debug_robo_cima | INFO | 
============================================================
2026-01-20 18:51:56 | debug_robo_cima | INFO | 📋 GERAÇÃO DE SCRIPT CIMA
2026-01-20 18:51:56 | debug_robo_cima | INFO | ============================================================
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 === INÍCIO DO gerar_script() ===
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Estado inicial das globais: ID=2048180982400, len=0
2026-01-20 18:51:56 | debug_robo_cima | WARNING | ⚠️ _globais_pilar_especial está vazio ou None!
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Status pilar_rotacionado no inicio: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Prestes a chamar _verificar_pilar_especial_ativo()...
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Estado das globais ANTES da verificação: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | 
----------------------------------------
2026-01-20 18:51:56 | debug_robo_cima | INFO | 📌 VERIFICAÇÃO DE PILAR ESPECIAL ATIVO
2026-01-20 18:51:56 | debug_robo_cima | INFO | ----------------------------------------
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Verificando se pilar especial está ativo...
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Status do checkbox pilar_rotacionado_var: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Status do checkbox pilar_especial_ativo_var: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ Pilar especial INATIVO - pilar_rotacionado: False, pilar_especial: False, globais: False, tipo: ''
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Resultado da verificação: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Estado das globais APÓS a verificação: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | ℹ️ 🔄 Pilar especial ativo: False
2026-01-20 18:51:56 | debug_robo_cima | INFO | 
----------------------------------------
