2025-09-13 12:18:41 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2025-09-13 12:18:41 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20250913_121841.log
2025-09-13 12:18:41 | debug_robo_cima | INFO | Captura do console ativada para robo_cima
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [PARAFUSOS_ESPECIAIS] Instância do gerador não disponível
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [PARAFUSOS_ESPECIAIS] Dados de parafusos especiais transferidos para o gerador via função global
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Mantendo valores originais após parafusos...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [DEBUG] Chegou na seção 4 - mantendo valores originais
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Verificando parafusos do Pilar 2...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [DEBUG] Chegou na seção 4.5 - parafusos pilar 2
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [PARAFUSOS_PILAR2] 🔍 Usando parafusos especiais E para Pilar 2
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [PARAFUSOS_PILAR2] Parafusos E coletados para Pilar 2: [39.0, 0, 0, 0, 0, 0, 0, 0]
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo grades do Grupo 1 (Grade A)...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [DEBUG] Chegou na seção 5 - grade grupo 1
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Desabilitando eventos automáticos...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Usando dados recebidos diretamente...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Dados grades_grupo1 recebidos: {'grade_1': '105', 'distancia_1': '12', 'grade_2': '105', 'distancia_2': '', 'grade_3': ''}
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Valores extraídos dos dados (Grupo 1):
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Grade 1: 105
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Distância 1: 12
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Grade 2: 105
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Distância 2:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Grade 3:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo grade1_entry: 105
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo distancia1_entry: 12
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo grade2_entry: 105
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo distancia2_entry:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo grade3_entry:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhes das grades do Grupo 1...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [DEBUG] Chegou na seção 6 - detalhes grades grupo 1
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [PILARES_ESPECIAIS] 🔍 Pilares especiais detectados, preservando detalhes especiais
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [PILARES_ESPECIAIS] DEBUG: dados_pilar detalhes_grades_especiais = {}
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade1_1:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade1_2:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade1_3:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade1_4:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade1_5:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade2_1:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade2_2:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade2_3:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade2_4:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade2_5:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade3_1:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade3_2:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade3_3:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade3_4:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo detalhe_grade3_5:
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] Preenchendo Grade Grupo 2...
2025-09-13 12:18:41 | debug_robo_cima | INFO | [CONSOLE] [DEBUG] Chegou na seção 7 - grade grupo 2
