2025-09-16 16:07:05 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2025-09-16 16:07:05 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20250916_160705.log
2025-09-16 16:08:15 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2025-09-16 16:08:15 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20250916_160815.log
2025-09-16 16:08:15 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 17:39:44 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 17:39:45 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 17:41:15 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 17:42:17 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
