2025-09-16 12:41:04 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2025-09-16 12:41:04 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20250916_124104.log
2025-09-16 12:43:13 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2025-09-16 12:43:13 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20250916_124313.log
2025-09-16 12:43:13 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:14 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:21 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:22 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:28 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:30 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:38 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:43:43 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
2025-09-16 12:46:01 | debug_robo_cima | WARNING | ⚠️ Instancia do GeradorPilar nao disponivel para alterar checkbox
