2025-10-24 00:57:48 | debug_robo_cima | INFO | Iniciando logs de depuração para robo_cima
2025-10-24 00:57:48 | debug_robo_cima | INFO | Arquivo de log: logs\depuracao\robo_cima_20251024_005748.log
2025-10-24 00:57:48 | debug_robo_cima | INFO | ℹ️ 🔄 Instância do GeradorPilar registrada globalmente
2025-10-24 00:57:48 | debug_robo_cima | INFO | ℹ️ 🔄 Globais do pilar especial inicializadas
2025-10-24 00:57:49 | debug_robo_cima | INFO | 
============================================================
2025-10-24 00:57:49 | debug_robo_cima | INFO | 📋 GERAÇÃO DE SCRIPT CIMA
2025-10-24 00:57:49 | debug_robo_cima | INFO | ============================================================
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 === INÍCIO DO gerar_script() ===
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Estado inicial das globais: ID=2119537180864, len=0
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ _globais_pilar_especial está vazio ou None!
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Status pilar_rotacionado no inicio: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Prestes a chamar _verificar_pilar_especial_ativo()...
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Estado das globais ANTES da verificação: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | 
----------------------------------------
2025-10-24 00:57:49 | debug_robo_cima | INFO | 📌 VERIFICAÇÃO DE PILAR ESPECIAL ATIVO
2025-10-24 00:57:49 | debug_robo_cima | INFO | ----------------------------------------
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Verificando se pilar especial está ativo...
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Status do checkbox pilar_rotacionado_var: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Status do checkbox pilar_especial_ativo_var: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ Pilar especial INATIVO - pilar_rotacionado: False, pilar_especial: False, globais: False, tipo: ''
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Resultado da verificação: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Estado das globais APÓS a verificação: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Pilar especial ativo: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | 
----------------------------------------
2025-10-24 00:57:49 | debug_robo_cima | INFO | 📌 APLICAÇÃO DE ALTERAÇÕES PILAR ESPECIAL - PAI.B
2025-10-24 00:57:49 | debug_robo_cima | INFO | ----------------------------------------
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 Aplicando alterações do pilar especial para PAI.B...
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: -51
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: 120.0
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: 122.0
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 PAI.B - Posição X: -51 -> -51
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 PAI.B - Posição Y: 120.0 -> 120.0
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔄 PAI.B - Comprimento: 122.0 -> 122.0
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: -51
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: 70
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: 122.0
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: -71
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: 162.0
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔧 METAL A - posX=-71, posY=58.6, comp=162.0, endX=91.0, largura=7
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: -71
2025-10-24 00:57:49 | debug_robo_cima | WARNING | ⚠️ Pilar especial INATIVO (sem globais no gerador) - retornando valor original: 162.0
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ 🔧 METAL B - posX=-71, posY=131.4, comp=162.0, endX=91.0, largura=7
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ DEBUG: Valores lidos Grade A - grade1=122.0, grade2=0.0, grade3=0.0, dist1=0.0, dist2=0.0
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ DEBUG: Condição Grade A - grade1 > 0: True, grade2 > 0: False, grade3 > 0: False
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ DEBUG: Condição Grade A - grade1 > 0 or grade2 > 0 or grade3 > 0: True
2025-10-24 00:57:49 | debug_robo_cima | INFO | ℹ️ GRA.A usando valores específicos: comprimentos=[122.0, 0.0, 0.0], espacos=[0.0, 0.0]
